0.1666667,-1.70E-05
0.3333333,9.00E-06
0.5,-8.00E-05
0.6666667,-0.000187
0.8333333,-0.000174
1,-0.000202
1.166667,-0.000243
1.333333,-0.000191
1.5,-0.000174
1.666667,-0.000208
1.833333,-0.000282
2,-0.000428
2.166667,-0.000508
2.333333,-0.000524
2.5,-0.000468
2.666667,-0.000394
2.833333,-0.000283
3,-0.000354
3.166667,-0.000403
3.333333,-0.00108
3.5,-0.002188
3.666667,-0.000949
3.833333,-0.001398
4,-0.004755
4.166667,-0.001236
4.333333,-0.000775
4.5,-0.000616
4.666667,-0.000528
4.833333,-0.00066
5,-0.000757
5.166667,-0.000659
5.333333,-0.000443
5.5,-0.000376
5.666667,-0.000367
5.833333,-0.000281
6,0.000148
6.166667,0.001026
6.333333,0.00121
6.5,0.00157
6.666667,0.002078
6.833333,0.002436
7,0.002569
7.166667,0.00267
7.333333,0.002685
7.5,0.002498
7.666667,0.002372
7.833333,0.002149
8,0.002075
8.166667,0.001951
8.333333,0.001601
8.5,0.001338
8.666667,0.000933
8.833333,0.001008
9,0.001076
9.166667,0.000748
9.333333,0.000721
9.5,0.000384
9.666667,0.000276
9.833333,0.000424
10,0.000544
10.16667,0.000436
10.33333,0.000288
10.5,0.000198
10.66667,0.000102
10.83333,0.000124
11,-1.40E-05
11.16667,-0.000102
11.33333,0.000155
11.5,0.000641
11.66667,0.000987
11.83333,0.001635
12,0.002762
12.16667,0.004424
12.33333,0.006224
12.5,0.009701
12.66667,0.012353
12.83333,0.019072
13,0.02173
13.16667,0.033521
13.33333,0.035129
13.5,0.049847
13.66667,0.059078
13.83333,0.058703
14,0.095832
14.16667,0.076273
14.33333,0.098243
14.5,0.141123
14.66667,0.095252
14.83333,0.121969
15,0.19284
15.16667,0.134165
15.33333,0.101915
15.5,0.205478
15.66667,0.226778
15.83333,0.130943
16,0.10429
16.16667,0.223902
16.33333,0.271306
16.5,0.166594
16.66667,0.093233
16.83333,0.122255
17,0.267203
17.16667,0.270713
17.33333,0.158378
17.5,0.088987
17.66667,0.075508
17.83333,0.169639
18,0.283206
18.16667,0.222393
18.33333,0.124422
18.5,0.074671
18.66667,0.053902
18.83333,0.074706
19,0.183334
19.16667,0.242494
19.33333,0.169729
19.5,0.096315
19.66667,0.061718
19.83333,0.045151
20,0.03741
20.16667,0.05284
20.33333,0.127364
20.5,0.18804
20.66667,0.147339
20.83333,0.08658
21,0.055473
21.16667,0.04131
21.33333,0.033012
21.5,0.028255
21.66667,0.02915
21.83333,0.053753
22,0.111085
22.16667,0.132342
22.33333,0.095108
22.5,0.057969
22.66667,0.040123
22.83333,0.031733
23,0.026652
23.16667,0.023417
23.33333,0.021375
23.5,0.019985
23.66667,0.020841
23.83333,0.032366
24,0.06209
24.16667,0.081603
24.33333,0.067099
24.5,0.044185
24.66667,0.030988
24.83333,0.024917
25,0.021543
25.16667,0.019443
25.33333,0.018184
25.5,0.017323
25.66667,0.016726
25.83333,0.016174
26,0.015725
26.16667,0.015727
26.33333,0.018665
26.5,0.027828
26.66667,0.036967
26.83333,0.035426
27,0.027069
27.16667,0.02056
27.33333,0.017369
27.5,0.015817
27.66667,0.014827
27.83333,0.013985
28,0.01327
28.16667,0.012817
28.33333,0.012527
28.5,0.012371
28.66667,0.012108
28.83333,0.011766
29,0.011441
29.16667,0.01122
29.33333,0.010962
29.5,0.010683
29.66667,0.010636
29.83333,0.011226
30,0.012568
30.16667,0.013674
30.33333,0.013116
30.5,0.01159
30.66667,0.010334
30.83333,0.009651
31,0.009265
31.16667,0.008993
31.33333,0.008609
31.5,0.008221
31.66667,0.007899
31.83333,0.007753
32,0.0076
32.16667,0.007429
32.33333,0.007184
32.5,0.007027
32.66667,0.006761
32.83333,0.006503
33,0.006476
33.16667,0.006453
33.33333,0.00621
33.5,0.005935
33.66667,0.005846
33.83333,0.00578
34,0.005549
34.16667,0.005279
34.33333,0.005126
34.5,0.005105
34.66667,0.004993
34.83333,0.004885
35,0.004777
35.16667,0.004624
35.33333,0.004454
35.5,0.004319
35.66667,0.004236
35.83333,0.004226
36,0.004276
36.16667,0.004278
36.33333,0.004268
36.5,0.004137
36.66667,0.003912
36.83333,0.003678
37,0.003576
37.16667,0.003564
37.33333,0.003572
37.5,0.003434
37.66667,0.0033
37.83333,0.00318
38,0.00311
38.16667,0.003004
38.33333,0.002844
38.5,0.002728
38.66667,0.002775
38.83333,0.002652
39,0.002525
39.16667,0.002493
39.33333,0.002456
39.5,0.002334
39.66667,0.002236
39.83333,0.002164
40,0.001976
40.16667,0.001879
40.33333,0.001929
40.5,0.001883
40.66667,0.001725
40.83333,0.001608
41,0.00148
41.16667,0.001335
41.33333,0.001285
41.5,0.001297
41.66667,0.001242
41.83333,0.001174
42,0.00107
42.16667,0.000994
42.33333,0.000969
42.5,0.000875
42.66667,0.000727
42.83333,0.000689
43,0.000772
43.16667,0.000786
43.33333,0.000585
43.5,0.000395
43.66667,0.000316
43.83333,0.000247
44,0.000151
44.16667,0.00013
44.33333,0.000124
44.5,0.000122
44.66667,8.70E-05
44.83333,9.00E-06
45,-0.000122
